商品ID,商品名稱,借/採,儲位,儲位庫存數,庫齡,區編,區名,館編,館名,長(cm),寬(cm),高(cm),重量(kg),(近)月銷量,(近)月-有揀貨單天數,(近)90日銷量,(近)90日-有揀貨單天數,供應商ID,供應商名稱,所屬PM,總庫存數,總庫存_迴轉天數,才數,材積別,樓層,儲位型態,大區編,大區名,儲位才數,儲位健康度,材積判斷,總才數,人工/自動,庫齡級距,重型架判斷
DJAH12-A900JHMRF-000,那傢伙的女朋友（6）（限）拆封不可退,採,80L21044B,1,246,DJAW,漫畫,DJAW99,(18限)情愛男女,18.5,13,1.5,0.19,0,0,1,0,26560,聯合,林莛蓁,1,99999,0.013361111,1,6F,AGV層架,DJ,書店24H,7.111111111,0.073990885,小材積,0.013361111,人工倉,>=半年,AGV層架
DJAH12-A900JHPDK-000,愉快有趣的跟蹤生活（全）（限）拆封不可退,採,80L21044B,8,276,DJAW,漫畫,DJAW9K,(18限)BL/GL,18,13,1,0.2,0,0,0,0,35540,鴻緯圖書,林莛蓁,8,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.073990885,小材積,0.069333333,人工倉,>=半年,AGV層架
DJAH12-A900JHUT6-000,孔雀王 愛藏版（11）完（限）拆封不可退,採,80L09056A,5,276,DJAW,漫畫,DJAW8Q,(18限)魔幻冒險,18,13,1,0.45,0,0,0,0,35540,鴻緯圖書,林莛蓁,5,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.072519792,小材積,0.043333333,人工倉,>=半年,AGV層架
DJAH12-A900JHUU0-000,烏龍派出所 愛藏版（4）拆封不可退,採,80L18038B,1,188,DJAW,漫畫,DJAW3I,輕鬆幽默,18,13,1,0.43,0,0,0,0,35540,鴻緯圖書,林莛蓁,7,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.052016146,小材積,0.008666667,人工倉,>=半年,AGV層架
DJAH12-A900JHUU6-000,魔法老師 愛藏版（10）首刷附錄版（拆封不可退）,採,80L14036B,1,232,DJAW,漫畫,DJAW3M,動作冒險,18,13,1,0.41,1,0,3,0,35540,鴻緯圖書,林莛蓁,4,4,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.063669271,小材積,0.008666667,人工倉,>=半年,AGV層架
DJAH12-A900JI2HV-000,妃真與殿！（3）拆封不可退,採,80L04049D,8,269,DJAW,漫畫,DJAW3F,戀愛關係,17,12,1,0.2,1,0,1,0,35540,鴻緯圖書,林莛蓁,8,8,0.007555556,1,6F,AGV層架,DJ,書店24H,7.111111111,0.138395833,小材積,0.060444444,人工倉,>=半年,AGV層架
DJAH12-A900JIDT6-000,勇者鬥惡龍 達伊的大冒險 勇者阿邦與獄炎魔王（11）拆封不可退,採,80L11038A,1,268,DJAW,漫畫,DJAW3H,奇幻魔法,18,11,1.5,0.18,0,0,0,0,28387,青文出版社,林莛蓁,1,99999,0.011,1,6F,AGV層架,DJ,書店24H,7.111111111,0.049630208,小材積,0.011,人工倉,>=半年,AGV層架
DJAH12-A900JIDTE-000,皇帝陛下的專屬圖書館公主（1）拆封不可退,採,80L21039C,1,259,DJAW,漫畫,DJAW3F,戀愛關係,19,13,2,0.2,0,0,0,0,40147,美璟文化,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.07921875,小材積,0.018296296,人工倉,>=半年,AGV層架
DJAH12-A900JIDUG-000,霰草忍法帖（09）（限）拆封不可退,採,80L04049E,3,178,DJAW,漫畫,DJAW99,(18限)情愛男女,18,13,1.2,0.15,2,0,2,0,28387,青文出版社,林莛蓁,4,2,0.0104,1,6F,AGV層架,DJ,書店24H,7.111111111,0.102619792,小材積,0.0312,人工倉,<半年,AGV層架
DJAH12-A900JIOHB-000,塔之迷宮（3）拆封不可退,採,80L24032A,1,156,DJAW,漫畫,DJAW3H,奇幻魔法,19,13,1,0.2,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.009148148,1,6F,AGV層架,DJ,書店24H,7.111111111,0.074059896,小材積,0.009148148,人工倉,<半年,AGV層架
DJAH12-A900JISU7-000,星期一的豐滿（13）拆封不可退,採,80L14022A,1,217,DJAW,漫畫,DJAWC1,戀愛故事-男性向,19,13,1,0.14,0,0,0,0,35540,鴻緯圖書,林莛蓁,5,99999,0.009148148,1,6F,AGV層架,DJ,書店24H,7.111111111,0.05780599,小材積,0.009148148,人工倉,>=半年,AGV層架
DJAH12-A900JIZZG-000,銀河英雄傳說（30）拆封不可退,採,80L20033A,1,12,DJAW,漫畫,DJAW41,科幻機戰,19,13,1.8,0.21,0,0,1,0,28387,青文出版社,林莛蓁,1,99999,0.016466667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.075727083,小材積,0.016466667,人工倉,<半年,AGV層架
DJAH12-A900JIZZK-000,雙人遊戲（03）拆封不可退,採,80L08036B,2,253,DJAW,漫畫,DJAWC1,戀愛故事-男性向,19,13,1.3,0.16,0,0,0,0,28387,青文出版社,林莛蓁,2,99999,0.011892593,1,6F,AGV層架,DJ,書店24H,7.111111111,0.088761458,小材積,0.023785185,人工倉,>=半年,AGV層架
DJAH12-A900JJ00J-000,粉紅與哈瓦那辣椒（01）拆封不可退,採,80L11052B,2,253,DJAW,漫畫,DJAW3F,戀愛關係,18,12,2,0.2,0,0,0,0,28387,青文出版社,林莛蓁,2,99999,0.016,1,6F,AGV層架,DJ,書店24H,7.111111111,0.053459635,小材積,0.032,人工倉,>=半年,AGV層架
DJAH12-A900JJ00P-000,年下上司渴望得到讚美（全）特典版（限）拆封不可退,採,80L04056C,3,231,DJAW,漫畫,DJAW9K,(18限)BL/GL,19,13,2,0.2,0,0,0,0,28387,青文出版社,林莛蓁,3,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.094431771,小材積,0.054888889,人工倉,>=半年,AGV層架
DJAH12-A900JJ318-000,上杉他不想當女孩子了（1）拆封不可退,採,80L22022B,1,259,DJAW,漫畫,DJAWC1,戀愛故事-男性向,19,13,2,0.2,0,0,0,0,40147,美璟文化,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.094188802,小材積,0.018296296,人工倉,>=半年,AGV層架
DJAH12-A900JJ53H-000,四姊妹望夜難耐（5）（限）拆封不可退,採,80L09033B,1,262,DJAW,漫畫,DJAW99,(18限)情愛男女,13,19,2,0.18,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.078471354,小材積,0.018296296,人工倉,>=半年,AGV層架
DJAH12-A900JJ8SU-000,我們的界線 -延長線-（上）（限）拆封不可退,採,80L05021A,8,254,DJAW,漫畫,DJAW9K,(18限)BL/GL,18.5,13,1.5,0.18,0,0,0,0,35540,鴻緯圖書,林莛蓁,8,99999,0.013361111,1,6F,AGV層架,DJ,書店24H,7.111111111,0.071179688,小材積,0.106888889,人工倉,>=半年,AGV層架
DJAH12-A900JJ8TA-000,排球少年社團活動!!（8）拆封不可退,採,80L05056B,13,254,DJAW,漫畫,DJAW3E,運動競技,18,13,1,0.17,0,0,0,0,35540,鴻緯圖書,林莛蓁,13,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.052229167,小材積,0.112666667,人工倉,>=半年,AGV層架
DJAH12-A900JJC41-000,極道甜心 完全版（02）拆封不可退,借,80L09009C,2,256,DJAW,漫畫,DJAW3F,戀愛關係,21.5,15,2.5,0.53,0,0,0,0,12945,尖端出版,林莛蓁,2,99999,0.029861111,1,6F,AGV層架,DJ,書店24H,7.111111111,0.053054688,小材積,0.059722222,人工倉,>=半年,AGV層架
DJAH12-A900JJC4R-000,食人姬（4）完（拆封不可退）,借,80L24011A,2,256,DJAW,漫畫,DJAWBZ,懸疑驚悚,18.5,13,1.7,0.21,0,0,0,0,12945,尖端出版,林莛蓁,2,99999,0.015142593,1,6F,AGV層架,DJ,書店24H,7.111111111,0.043368229,小材積,0.030285185,人工倉,>=半年,AGV層架
DJAH12-A900JJEMW-000,救贖：唯一的永遠（3）拆封不可退,採,80L22043B,1,260,DJAW,漫畫,DJAW3O,BL,22,15,2,0.3,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.024444444,1,6F,AGV層架,DJ,書店24H,7.111111111,0.053408854,小材積,0.024444444,人工倉,>=半年,AGV層架
DJAH12-A900JJQP1-000,忍者祕事（2）拆封不可退,採,80L08030A,4,254,DJAW,漫畫,DJAW3H,奇幻魔法,18,12,1,0.17,0,0,0,0,35540,鴻緯圖書,林莛蓁,4,99999,0.008,1,6F,AGV層架,DJ,書店24H,7.111111111,0.0544375,小材積,0.032,人工倉,>=半年,AGV層架
DJAH12-A900JK0JD-000,山道蒼狼（VOL.2）,採,80L03027A,2,256,DJAW,漫畫,DJAW3E,運動競技,22,16,2,0.37,0,0,0,0,40167,知己,林莛蓁,2,99999,0.026074074,1,6F,AGV層架,DJ,書店24H,7.111111111,0.075052083,小材積,0.052148148,人工倉,>=半年,AGV層架
DJAH12-A900JK3HS-000,鐵鍋料理王!! 2nd（2）拆封不可退,採,80L13053B,1,40,DJAW,漫畫,DJAW96,美食料理,19,13,2,0.2,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.069154688,小材積,0.018296296,人工倉,<半年,AGV層架
DJAH12-A900JK7JT-000,10DANCE（8）拆封不可退,採,80L25050B,1,190,DJAW,漫畫,DJAW3O,BL,18,13,1,0.21,0,0,0,0,35540,鴻緯圖書,林莛蓁,2,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.053727865,小材積,0.008666667,人工倉,>=半年,AGV層架
DJAH12-A900JKCFM-000,鬼上司‧獄寺先生想被曝光。（05）（限）拆封不可退,採,80L03059B,2,253,DJAW,漫畫,DJAW9K,(18限)BL/GL,19,13,2,0.2,0,0,0,0,28387,青文出版社,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.072078125,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JKDUZ-000,對方不斷強勢追求，讓我沉溺於穿女裝做愛。（限）,採,80L10025B,1,256,DJAW,漫畫,DJAW9K,(18限)BL/GL,28,18.5,0.5,0.19,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.009592593,1,6F,AGV層架,DJ,書店24H,7.111111111,0.076009115,小材積,0.009592593,人工倉,>=半年,AGV層架
DJAH12-A900JKHOS-000,覆面系NOISE（14）拆封不可退,採,80L04049D,2,254,DJAW,漫畫,DJAW3F,戀愛關係,18,12,1,0.17,0,0,0,0,35540,鴻緯圖書,林莛蓁,2,99999,0.008,1,6F,AGV層架,DJ,書店24H,7.111111111,0.138395833,小材積,0.016,人工倉,>=半年,AGV層架
DJAH12-A900JKZ89-000,魔法少年賈修II（5）首刷限定版（拆封不可退）,採,80L06021B,1,247,DJAW,漫畫,DJAW3H,奇幻魔法,13,19,2,0.29,2,0,4,0,35540,鴻緯圖書,林莛蓁,2,1,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.058829427,小材積,0.018296296,人工倉,>=半年,AGV層架
DJAH12-A900JL3GP-000,SAKAMOTO DAYS ?本日常（22）首刷限定版（拆封不可退）,採,80L10024A,6,247,DJAW,漫畫,DJAW3M,動作冒險,14,21,4,0.34,0,0,0,0,35540,鴻緯圖書,林莛蓁,6,99999,0.043555556,1,6F,AGV層架,DJ,書店24H,7.111111111,0.09984375,小材積,0.261333333,人工倉,>=半年,AGV層架
DJAH12-A900JL4IJ-000,混濁眼瞳渴求何物 海瑟爾克戰記（1）拆封不退,採,80L03060C,2,247,DJAW,漫畫,DJAW3M,動作冒險,13,19,2,0.22,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.066705729,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JL4IN-000,無力聖女與無能王女?魔力值零卻被召喚的聖女異世界救國記（2）拆封不退,採,80L08059C,2,247,DJAW,漫畫,DJAWC0,GL,13,19,2,0.2,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.076924479,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JLL1O-000,間諜教室 第3部 忘我（01）拆封不可退,採,80L04041D,3,240,DJAW,漫畫,DJAW3M,動作冒險,13,19,2,0.2,0,0,0,0,28387,青文出版社,林莛蓁,3,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.120559896,小材積,0.054888889,人工倉,>=半年,AGV層架
DJAH12-A900JLLVL-000,黑執事（35）拆封不可退,採,80L03051A,9,239,DJAW,漫畫,DJAW3H,奇幻魔法,18,12,2,0.2,0,0,2,0,35540,鴻緯圖書,林莛蓁,9,99999,0.016,1,6F,AGV層架,DJ,書店24H,7.111111111,0.039783854,小材積,0.144,人工倉,>=半年,AGV層架
DJAH12-A900JLLW1-000,荒川搞笑團（1）首刷附錄版（拆封不可退）,採,80L08057B,5,239,DJAW,漫畫,DJAW3I,輕鬆幽默,18,13,1.5,0.21,0,0,0,0,35540,鴻緯圖書,林莛蓁,5,99999,0.013,1,6F,AGV層架,DJ,書店24H,7.111111111,0.065208333,小材積,0.065,人工倉,>=半年,AGV層架
DJAH12-A900JLLW5-000,哨聲響起 愛藏版（10）首刷限定版（拆封不可退）,採,80L25027C,1,190,DJAW,漫畫,DJAW3E,運動競技,18,13,2,0.39,0,0,0,0,35540,鴻緯圖書,林莛蓁,3,99999,0.017333333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.059558594,小材積,0.017333333,人工倉,>=半年,AGV層架
DJAH12-A900JLTHA-000,瓦爾哈拉‧巨龍館 （2）（限）拆封不可退,採,80L13023C,5,232,DJAW,漫畫,DJAW99,(18限)情愛男女,19,13,2,0.2,0,0,0,0,35540,鴻緯圖書,林莛蓁,5,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.094902344,小材積,0.091481481,人工倉,>=半年,AGV層架
DJAH12-A900JM675-000,橫行太保 典藏版（13）拆封不可退,借,80L10005A,1,221,DJAW,漫畫,DJAW3M,動作冒險,22,15,3,0.5,0,0,0,0,12945,尖端出版,林莛蓁,1,99999,0.036666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.082832813,小材積,0.036666667,人工倉,>=半年,AGV層架
DJAH12-A900JM679-000,橫行太保 典藏版（15）拆封不可退,借,80L12009B,1,221,DJAW,漫畫,DJAW3M,動作冒險,22,15,3,0.4,0,0,0,0,12945,尖端出版,林莛蓁,1,99999,0.036666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.045135417,小材積,0.036666667,人工倉,>=半年,AGV層架
DJAH12-A900JM7JP-000,這場婚姻注定凋零（3）,採,80L07056A,1,237,DJAW,漫畫,DJAW3F,戀愛關係,21,15,2,0.51,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.023333333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.084464062,小材積,0.023333333,人工倉,>=半年,AGV層架
DJAH12-A900JMCN3-000,魚躍龍門！?我要登上頂點！?（下）（限）拆封不可退,採,80L07033C,4,232,DJAW,漫畫,DJAW9K,(18限)BL/GL,19,13,2,0.2,0,0,0,0,35540,鴻緯圖書,林莛蓁,4,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.055265625,小材積,0.073185185,人工倉,>=半年,AGV層架
DJAH12-A900JMCNR-000,黑貓與魔女的教室（12）拆封不可退,採,80L06052C,2,232,DJAW,漫畫,DJAW3H,奇幻魔法,17,11,2,0.15,0,0,0,0,35540,鴻緯圖書,林莛蓁,2,99999,0.013851852,1,6F,AGV層架,DJ,書店24H,7.111111111,0.041064063,小材積,0.027703704,人工倉,>=半年,AGV層架
DJAH12-A900JMHJW-000,暗戀對象加入了邪教該怎麼辦（1）,採,80L18046B,1,173,DJAW,漫畫,DJAW3O,BL,18,13,1,0.2,0,0,0,0,40135,大和,林莛蓁,1,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.053460938,小材積,0.008666667,人工倉,<半年,AGV層架
DJAH12-A900JMNQS-000,被已經不需要育成技能的勇者隊伍辭退，便試著把代替遣散費拿到的領土變強（04）拆封不可退,採,80L11029A,1,219,DJAW,漫畫,DJAW3M,動作冒險,18,13,1,0.2,0,0,0,0,28387,青文出版社,林莛蓁,1,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.044640885,小材積,0.008666667,人工倉,>=半年,AGV層架
DJAH12-A900JMZ29-000,不要××我！月峰同學。（1）拆封不可退,採,80L18049A,2,171,DJAW,漫畫,DJAW3P,靈異神怪,18,13,1,0.17,0,0,0,0,40147,美璟文化,林莛蓁,2,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.071408333,小材積,0.017333333,人工倉,<半年,AGV層架
DJAH12-A900JN24Y-000,大蛇的新娘（5）（限）拆封不可退,採,80L03047A,2,231,DJAW,漫畫,DJAW99,(18限)情愛男女,19,13,2,0.2,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.065859375,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JN25Q-000,底層冒險者的我，決定修練魔法到登峰造極（1）拆封不可退,採,80L21039C,2,231,DJAW,漫畫,DJAW3H,奇幻魔法,19,13,2,0.2,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.07921875,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JN2CE-000,在第∞次死亡擁抱你（2）首刷附錄版（限）拆封不可退,採,80L21035C,5,226,DJAW,漫畫,DJAW9K,(18限)BL/GL,13,19,2,0.22,0,0,0,0,35540,鴻緯圖書,林莛蓁,5,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.059997917,小材積,0.091481481,人工倉,>=半年,AGV層架
DJAH12-A900JNGCE-000,哨聲響起 愛藏版（11）拆封不可退,採,80L04023B,3,226,DJAW,漫畫,DJAW3E,運動競技,13,19,2,0.4,0,0,0,0,35540,鴻緯圖書,林莛蓁,3,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.081122396,小材積,0.054888889,人工倉,>=半年,AGV層架
DJAH12-A900JNNSR-000,微不幸劇場【首批加贈紅包袋組+微疼走路有風透卡】（1?3冊）,採,80L09054B,4,216,DJAM,文學小說,DJAM0I,圖文書/繪本,24,13,2,0.34,0,0,0,0,665,遠流,林莛蓁,14,99999,0.023111111,1,6F,AGV層架,DJ,書店24H,7.111111111,0.047361979,小材積,0.092444444,人工倉,>=半年,AGV層架
DJAH12-A900JNOOJ-000,總之就是很可愛（27）拆封不可退,借,80L07015B,1,113,DJAW,漫畫,DJAWC1,戀愛故事-男性向,18,13,2,0.2,0,0,1,0,12945,尖端出版,林莛蓁,3,99999,0.017333333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.024539063,小材積,0.017333333,人工倉,<半年,AGV層架
DJAH12-A900JNOOX-000,天使心 2nd SEASON 典藏版（04）拆封不可退,借,80L24003A,1,205,DJAW,漫畫,DJAW3M,動作冒險,21,15,1.5,0.36,0,0,0,0,12945,尖端出版,林莛蓁,2,99999,0.0175,1,6F,AGV層架,DJ,書店24H,7.111111111,0.063161458,小材積,0.0175,人工倉,>=半年,AGV層架
DJAH12-A900JNOOZ-000,天使心 2nd SEASON 典藏版（05）拆封不可退,借,80L22011B,1,205,DJAW,漫畫,DJAW3M,動作冒險,21,15,1.7,0.36,0,0,0,0,12945,尖端出版,林莛蓁,2,99999,0.019833333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.121861979,小材積,0.019833333,人工倉,>=半年,AGV層架
DJAH12-A900JNQUP-000,戰國小町苦勞譚（8）拆封不可退,採,80L23029A,2,143,DJAW,漫畫,DJAW3Q,人文歷史,19,13,2,0.2,0,0,0,0,40147,美璟文化,林莛蓁,4,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.079929688,小材積,0.036592593,人工倉,<半年,AGV層架
DJAH12-A900JNXSF-000,岸邊露伴一動也不動（3）拆封不可退,採,80L12036A,2,218,DJAW,漫畫,DJAW3M,動作冒險,17,12,1,0.2,0,0,2,0,35540,鴻緯圖書,林莛蓁,2,99999,0.007555556,1,6F,AGV層架,DJ,書店24H,7.111111111,0.077182292,小材積,0.015111111,人工倉,>=半年,AGV層架
DJAH12-A900JNXSP-000,界變魔法使（1）首刷限定版（拆封不可退）,採,80L21031B,4,218,DJAW,漫畫,DJAW3H,奇幻魔法,18,12,12,0.2,2,0,3,0,35540,鴻緯圖書,林莛蓁,4,2,0.096,1,6F,AGV層架,DJ,書店24H,7.111111111,0.099182292,小材積,0.384,人工倉,>=半年,AGV層架
DJAH12-A900JO5P6-000,一個人的○○小日子（5）拆封不可退,借,80L24019C,2,150,DJAW,漫畫,DJAW3I,輕鬆幽默,22,16,1,0.2,0,0,0,0,12945,尖端出版,林莛蓁,2,99999,0.013037037,1,6F,AGV層架,DJ,書店24H,7.111111111,0.035921875,小材積,0.026074074,人工倉,<半年,AGV層架
DJAH12-A900JON1G-000,無法喘息的甜美熾熱（3）首刷限定版（限）拆封不可退,採,80L22057B,2,211,DJAW,漫畫,DJAW9K,(18限)BL/GL,13,19,2,0.23,0,0,1,0,35540,鴻緯圖書,林莛蓁,2,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.091356771,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JOWR4-000,DATE A LIVE 約會大作戰（原作）三角應援旗 A,採,80L24033C,1,156,DJAW,漫畫,DJAW92,動漫精品,29,27,1,0.03,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.029,1,6F,AGV層架,DJ,書店24H,7.111111111,0.039257813,小材積,0.029,人工倉,<半年,AGV層架
DJAH12-A900JOX1L-000,睡過頭少年（1）拆封不可退,採,80L04035C,1,210,DJAW,漫畫,DJAW0W,格鬥武俠,18,12,1,0.18,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.008,1,6F,AGV層架,DJ,書店24H,7.111111111,0.046255208,小材積,0.008,人工倉,>=半年,AGV層架
DJAH12-A900JP9U5-000,獸人雙胞胎與少年Ω的條件婚約（2）首刷限定版（限）拆封不可退,採,80L14036C,1,206,DJAW,漫畫,DJAW9K,(18限)BL/GL,14,19,2,0.26,0,0,0,0,35540,鴻緯圖書,林莛蓁,1,99999,0.019703704,1,6F,AGV層架,DJ,書店24H,7.111111111,0.06225,小材積,0.019703704,人工倉,>=半年,AGV層架
DJAH12-A900JPDIQ-000,睡魔（11）無盡之夜（三十周年典藏封面紀念版）,採,80L02026C,5,205,DJAW,漫畫,DJAW3X,歐美漫畫,28,19,1,0.46,0,0,0,0,10589,城邦出版,林莛蓁,5,99999,0.019703704,1,6F,AGV層架,DJ,書店24H,7.111111111,0.065429167,小材積,0.098518519,人工倉,>=半年,AGV層架
DJAH12-A900JPJH6-000,職涯規劃是成為肉●器。 無修正（限）,採,80L03038B,1,179,DJAW,漫畫,DJAW99,(18限)情愛男女,21,2,15,0.43,1,0,1,0,40147,美璟文化,林莛蓁,1,1,0.023333333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.059491667,小材積,0.023333333,人工倉,<半年,AGV層架
DJAH12-A900JPJHN-000,吉花5號（4）完（拆封不可退）,採,80L16050C,2,202,DJAW,漫畫,DJAW3F,戀愛關係,18.5,13,2,0.22,0,0,0,0,40147,美璟文化,林莛蓁,2,99999,0.017814815,1,6F,AGV層架,DJ,書店24H,7.111111111,0.073304688,小材積,0.03562963,人工倉,>=半年,AGV層架
DJAH12-A900JPR5T-000,貓咪也瘋狂（40週年紀念放大典藏版全五冊）,借,80L25009B,3,188,DJAW,漫畫,DJAW3I,輕鬆幽默,15,21,8,1.7,0,0,0,0,26445,漫遊者,林莛蓁,3,99999,0.093333333,1,6F,AGV層架,DJ,書店24H,7.111111111,0.065648438,小材積,0.28,人工倉,>=半年,AGV層架
DJAH12-A900JPSGU-000,SHADOWS HOUSE-影宅-（19）限定版（拆封不可退）,採,80L02037E,2,178,DJAW,漫畫,DJAW3J,推理解謎,18,13,1.5,0.2,0,0,0,0,28387,青文出版社,林莛蓁,2,99999,0.013,1,6F,AGV層架,DJ,書店24H,7.111111111,0.226171875,小材積,0.026,人工倉,<半年,AGV層架
DJAH12-A900JPSHG-000,微明滿溢（02）拆封不可退,採,80L02037E,1,178,DJAW,漫畫,DJAW3O,BL,18,13,1,0.2,0,0,0,0,28387,青文出版社,林莛蓁,1,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.226171875,小材積,0.008666667,人工倉,<半年,AGV層架
DJAH12-A900JQ474-000,窮途末路的千金想讓黑騎士愛上自己！（1）拆封不可退,採,80L03037B,1,179,DJAW,漫畫,DJAWC0,GL,13,19,2,0.18,0,0,0,0,40147,美璟文化,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.081630208,小材積,0.018296296,人工倉,<半年,AGV層架
DJAH12-A900JQ5AS-000,再見，我喜歡的他（全）（限）拆封不可退,採,80L17039A,4,188,DJAW,漫畫,DJAW9K,(18限)BL/GL,13,19,1,0.3,0,0,0,0,35540,鴻緯圖書,林莛蓁,4,99999,0.009148148,1,6F,AGV層架,DJ,書店24H,7.111111111,0.032867188,小材積,0.036592593,人工倉,>=半年,AGV層架
DJAH12-A900JQ6KY-000,爆音少女!!（18）拆封不可退,採,80L24022B,2,163,DJAW,漫畫,DJAW3I,輕鬆幽默,18,13,1,0.2,0,0,0,0,26560,聯合,林莛蓁,3,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.049370833,小材積,0.017333333,人工倉,<半年,AGV層架
DJAH12-A900JQ6L4-000,你的色彩Ｘ直播?今晚再指導蓓兒吧?（4）（限）拆封不可退,採,80L01046C,1,2,DJAW,漫畫,DJAW99,(18限)情愛男女,18,13,1,0.2,1,0,1,0,26560,聯合,林莛蓁,1,1,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.065527865,小材積,0.008666667,人工倉,<半年,AGV層架
DJAH12-A900JQ6LR-000,被稱為勇者後?最強男人建立了家庭?（5）拆封不可退,採,80L13052A,1,204,DJAW,漫畫,DJAW3H,奇幻魔法,18,13,1,0.2,0,0,0,0,26560,聯合,林莛蓁,1,99999,0.008666667,1,6F,AGV層架,DJ,書店24H,7.111111111,0.0309375,小材積,0.008666667,人工倉,>=半年,AGV層架
DJAH12-A900JQAZE-000,SPY×FAMILY 間諜家家酒（16）首刷限定版（拆封不可退）,採,80L19043C,6,188,DJAW,漫畫,DJAW3M,動作冒險,13,19,1,0.3,2,0,5,0,35540,鴻緯圖書,林莛蓁,6,3,0.009148148,1,6F,AGV層架,DJ,書店24H,7.111111111,0.068479167,小材積,0.054888889,人工倉,>=半年,AGV層架
DJAH12-A900JQHUB-000,箱庭之家（2）拆封不可退,採,80L15042A,1,194,DJAW,漫畫,DJAW3Y,溫馨療癒,18,12.8,1.2,0.2,0,0,0,0,26560,聯合,林莛蓁,2,99999,0.01024,1,6F,AGV層架,DJ,書店24H,7.111111111,0.083260313,小材積,0.01024,人工倉,>=半年,AGV層架
DJAH12-A900JR524-000,將贗品聖女培養成能獨當一面的過程（01）拆封不可退,採,80L04053E,1,178,DJAW,漫畫,DJAW3F,戀愛關係,19,13,2,0.17,0,0,0,0,28387,青文出版社,林莛蓁,1,99999,0.018296296,1,6F,AGV層架,DJ,書店24H,7.111111111,0.118727865,小材積,0.018296296,人工倉,<半年,AGV層架
